,month,date,seoul,busan,daegu,incheon,gwangju,daejon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
0,202204,21,8198759.000000001,5511.699999999999,3648.0,61488.4,3213.2999999999997,4990.2,1460.4,3263.2,575088.1,21594.4,11222.5,15253.900000000001,5865.8,5221.8,7251.4,5874.5,4347.799999999999
0,202204,3,8211359.0,4851.1,3408.0,59747.2,2649.9,4704.599999999999,1393.2000000000003,2917.6,560884.3,19817.199999999997,9959.5,14073.7,5545.4,5075.4,6614.2,5085.5,4273.4
0,202208,21,8251694.129032259,7042.096774193548,4446.451612903225,59739.58064516129,3734.096774193548,5639.225806451614,1972.1612903225805,3538.0967741935483,565365.4838709678,24803.774193548386,11949.06451612903,16008.354838709676,7592.741935483871,6853.741935483871,8879.709677419356,7035.354838709678,5161.258064516129
0,202206,18,8266264.6,6512.0,3962.0,59542.0,3379.2,5556.8,1772.0,3235.0,561484.2,24453.6,10607.599999999999,14818.599999999999,6075.799999999999,5675.0,7755.599999999999,6265.6,5360.0
0,202201,11,8310047.161290323,7180.354838709677,4485.354838709678,52713.54838709677,3686.3225806451615,5490.806451612904,2275.9354838709683,3201.3225806451615,489206.00000000006,20178.032258064515,9639.387096774193,13458.225806451614,6314.548387096775,6188.129032258064,7498.612903225807,7391.516129032258,4950.322580645162
0,202206,30,8276985.0,6842.0,4196.0,59280.0,3530.0,5582.0,1782.0,3257.0,558071.0,25186.0,10610.0,14939.0,6295.0,5923.0,7682.0,6696.0,5670.0
0,202206,24,8271624.800000001,6677.0,4079.0,59411.0,3454.600000000001,5569.400000000001,1777.0000000000002,3246.0,559777.6,24819.799999999996,10608.8,14878.800000000001,6185.400000000001,5799.0,7718.799999999999,6480.8,5515.0
0,202202,5,8353155.214285713,6517.4285714285725,3828.6785714285716,51864.46428571429,3240.9999999999995,5233.571428571428,1918.4642857142853,3029.928571428571,476073.67857142864,18231.5,8861.357142857143,12279.464285714286,5474.749999999999,5179.5,6293.428571428572,6196.642857142857,4502.857142857143
0,202211,14,8302796.133333334,5873.4,3890.6,59700.66666666667,3121.8,5624.6,1755.2,3289.2,564119.2,21058.333333333336,10727.400000000001,14577.333333333332,6228.333333333334,5147.666666666667,7265.400000000001,5881.4,4494.666666666667
0,202211,28,8380592.266666669,6098.799999999999,4190.200000000001,58011.333333333336,3348.5999999999995,5847.2,1871.3999999999999,3377.3999999999996,543900.4,21683.666666666664,10553.8,13739.666666666668,6069.666666666666,5215.333333333334,7203.799999999999,5896.8,4793.333333333332
0,202207,6,8281428.677419354,6822.645161290322,4222.709677419354,58878.1935483871,3568.3225806451615,5549.677419354839,1808.7096774193546,3298.032258064516,555278.2903225807,25427.74193548387,10713.935483870968,14930.290322580646,6447.709677419354,6041.258064516129,7840.129032258064,6741.096774193548,5657.806451612903
0,202205,12,8214804.161290322,5909.741935483871,3707.225806451613,61420.67741935484,3362.612903225806,5282.41935483871,1595.8064516129034,3345.4193548387093,576156.7096774194,22820.548387096773,11370.129032258064,15377.16129032258,5918.0,5298.096774193548,7684.58064516129,6017.774193548387,4582.41935483871
0,202202,27,8391317.357142856,4477.714285714286,2960.464285714286,52588.107142857145,2558.9999999999995,4391.285714285714,1322.1071428571431,2673.214285714286,488691.4642857143,15954.5,8466.928571428572,11507.107142857141,4303.25,3804.5,5177.714285714285,4127.071428571428,3547.428571428572
0,202209,9,8245460.1000000015,6858.299999999999,4257.0,60725.0,3522.7999999999997,5746.0,1984.1,3592.0,573702.4000000001,24165.9,12274.6,16534.199999999997,7483.0999999999985,6682.299999999999,8826.7,6787.500000000001,4903.099999999999
0,202205,4,8199907.387096774,5864.580645161291,3747.7419354838703,62046.22580645161,3450.870967741936,5182.806451612903,1527.9354838709678,3405.806451612903,580178.9032258064,22595.516129032258,11692.709677419356,15688.387096774193,5990.0,5296.032258064516,7608.193548387097,6185.258064516129,4450.806451612904
0,202212,22,8385773.806451613,7482.935483870968,5050.548387096775,56310.903225806454,4060.870967741935,6343.129032258065,2301.7419354838707,3401.3548387096776,524365.8064516129,22411.709677419356,10758.935483870968,14193.41935483871,7314.4838709677415,7233.387096774194,8571.064516129034,7892.483870967742,5625.161290322581
0,202210,8,8269163.709677419,5980.387096774194,3664.4516129032254,60512.290322580644,2989.9677419354844,5657.225806451613,1872.709677419355,3527.451612903226,572971.5483870967,23443.032258064515,11822.483870967742,16237.064516129032,6591.032258064515,5708.41935483871,8034.064516129032,6032.935483870968,4641.161290322581
0,202203,2,8381465.35483871,4407.967741935484,2949.8387096774195,53062.032258064515,2529.806451612903,4372.612903225807,1300.6129032258066,2670.0967741935483,493732.8709677419,16087.774193548386,8532.870967741936,11627.16129032258,4330.129032258065,3826.4516129032254,5216.096774193549,4092.41935483871,3552.838709677419
0,202210,27,8232680.645161292,5705.806451612903,3603.7741935483873,61237.35483870968,2911.5161290322576,5446.387096774195,1679.6451612903227,3257.7741935483873,582361.2258064515,20956.483870967742,11061.258064516129,15557.967741935485,6422.483870967742,5189.290322580645,7449.967741935485,5895.032258064516,4273.41935483871
0,202207,17,8289575.419354838,6787.1612903225805,4271.677419354839,58141.54838709678,3638.5806451612907,5490.419354838708,1857.6774193548388,3373.2580645161293,550158.3225806451,25870.93548387097,10904.483870967742,14914.322580645163,6727.677419354839,6258.064516129032,8130.032258064517,6823.774193548387,5635.451612903225
0,202209,12,8251040.800000001,6749.4,4176.0,60651.0,3451.4,5746.000000000001,1979.7999999999997,3598.9999999999995,573033.2000000001,24212.2,12255.800000000001,16532.6,7365.800000000001,6574.4,8748.599999999999,6688.0,4887.8
